"","id","Cm","dN","dC","Whale_1","Whale","Sex","Status","Talla_fetus_(cm)","Sexe_fetus","Length","Talla_(peus)","Data_capt","Lat","Long","Edat","Year","days","rev_days","sample_date","year.x","year_rev","Year_from_sample_date","Year_month","Month_from_sample_date","Species","region","year.y","d13c.uncor","Laws.cor","Suess.cor","net.cor","d13c.cor","measured","measured_date_formatted","month_f","year_f","whale_id","julian_day","sample_ID","mean_NAO_linear_start_m","mean_NAO_linear_end_m","mean_AMO_linear_start_m","mean_AMO_linear_end_m","mean_AMOC_linear_start_m","mean_AMOC_linear_end_m","overall_start","overall_end","mean_NAO_start_m_int","mean_NAO_start_m_date","mean_NAO_end_m_int","mean_NAO_end_m_date","mean_AMO_start_m_int","mean_AMO_start_m_date","mean_AMO_end_m_int","mean_AMO_end_m_date","mean_AMOC_start_m_int","mean_AMOC_start_m_date","mean_AMOC_end_m_int","mean_AMOC_end_m_date","overall_start_int","overall_start_date","overall_end_int","overall_end_date","mean_NAO_dC","mean_AMO_dC","mean_AMOC_dC","mean_NAO","mean_AMO","mean_AMOC"
"956",956,9,10.1471233733055,-18.9988900736959,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,296.765625,-821.8125,2016-04-13,2016,2017-09-20,"2017","2017/09","09","fin","Subpolar North Atlantic",2017,-18.9988900736959,-0.003,-0.171,-0.173,-19.172,2017-09-20,"20/09/2017","09","2017","F18030",262,956,2015-09-20,2017-03-20,2016-11-20,2016-12-20,2014-12-20,2015-10-20,2014-09-20,2017-09-20,2015-09-20,2015-09-20,2017-03-20,2017-03-20,2016-11-20,2016-11-20,2016-12-20,2016-12-20,2014-12-20,2014-12-20,2015-10-20,2015-10-20,2014-09-20,2014-09-20,2017-09-20,2017-09-20,0.243333333333333,0.313,16.5421165081741,0.151944444444444,0.201972222222222,16.8064460921819
"957",957,10,9.33576299442312,-19.3748368796985,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,319.59375,-798.984375,2016-05-06,2016,2017-08-28,"2017","2017/08","08","fin","Subpolar North Atlantic",2017,-19.3748368796985,-0.003,-0.171,-0.173,-19.548,2017-08-28,"28/08/2017","08","2017","F18030",239,957,2015-08-28,2017-02-28,2016-10-28,2016-11-28,2014-11-28,2015-09-28,2014-08-28,2017-08-28,2015-08-28,2015-08-28,2017-02-28,2017-02-28,2016-10-28,2016-10-28,2016-11-28,2016-11-28,2014-11-28,2014-11-28,2015-09-28,2015-09-28,2014-08-28,2014-08-28,2017-08-28,2017-08-28,0.195555555555556,0.368,16.3263871626663,0.212222222222222,0.200861111111111,16.8279704910477
"958",958,11,9.23421341954384,-19.1843437259867,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,342.421875,-776.15625,2016-05-28,2016,2017-08-05,"2017","2017/08","08","fin","Subpolar North Atlantic",2017,-19.1843437259867,-0.003,-0.171,-0.173,-19.358,2017-08-05,"05/08/2017","08","2017","F18030",216,958,2015-08-05,2017-02-05,2016-10-05,2016-11-05,2014-11-05,2015-09-05,2014-08-05,2017-08-05,2015-08-05,2015-08-05,2017-02-05,2017-02-05,2016-10-05,2016-10-05,2016-11-05,2016-11-05,2014-11-05,2014-11-05,2015-09-05,2015-09-05,2014-08-05,2014-08-05,2017-08-05,2017-08-05,0.195555555555556,0.368,16.3263871626663,0.212222222222222,0.200861111111111,16.8279704910477
"959",959,12,9.32332835260116,-19.569361634547,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,365.25,-753.328125,2016-06-20,2016,2017-07-13,"2017","2017/07","07","fin","Subpolar North Atlantic",2017,-19.569361634547,-0.003,-0.171,-0.173,-19.743,2017-07-13,"13/07/2017","07","2017","F18030",193,959,2015-07-13,2017-01-13,2016-09-13,2016-10-13,2014-10-13,2015-08-13,2014-07-13,2017-07-13,2015-07-13,2015-07-13,2017-01-13,2017-01-13,2016-09-13,2016-09-13,2016-10-13,2016-10-13,2014-10-13,2014-10-13,2015-08-13,2015-08-13,2014-07-13,2014-07-13,2017-07-13,2017-07-13,0.0961111111111111,0.358,16.7422114784782,0.191388888888889,0.201583333333333,16.7580826768369
"960",960,13,10.3813091276189,-19.6701516629659,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,388.078125,-730.5,2016-07-13,2016,2017-06-20,"2017","2017/06","06","fin","Subpolar North Atlantic",2017,-19.6701516629659,-0.003,-0.171,-0.173,-19.843,2017-06-20,"20/06/2017","06","2017","F18030",170,960,2015-06-20,2016-12-20,2016-08-20,2016-09-20,2014-09-20,2015-07-20,2014-06-20,2017-06-20,2015-06-20,2015-06-20,2016-12-20,2016-12-20,2016-08-20,2016-08-20,2016-09-20,2016-09-20,2014-09-20,2014-09-20,2015-07-20,2015-07-20,2014-06-20,2014-06-20,2017-06-20,2017-06-20,-0.0811111111111112,0.435,16.7678318912643,0.161666666666667,0.199361111111111,16.7262249834633
"961",961,14,11.9667259599179,-19.3577025748673,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,410.90625,-707.671875,2016-08-05,2016,2017-05-29,"2017","2017/05","05","fin","Subpolar North Atlantic",2017,-19.3577025748673,-0.003,-0.171,-0.173,-19.531,2017-05-29,"29/05/2017","05","2017","F18030",148,961,2015-05-29,2016-11-29,2016-07-29,2016-08-29,2014-08-29,2015-06-29,2014-05-29,2017-05-29,2015-05-29,2015-05-29,2016-11-29,2016-11-29,2016-07-29,2016-07-29,2016-08-29,2016-08-29,2014-08-29,2014-08-29,2015-06-29,2015-06-29,2014-05-29,2014-05-29,2017-05-29,2017-05-29,-0.0872222222222222,0.434,16.7952126868964,0.133333333333333,0.192555555555556,16.7491482146934
"962",962,15,12.6195446555704,-19.643946255577,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,433.734375,-684.84375,2016-08-28,2016,2017-05-06,"2017","2017/05","05","fin","Subpolar North Atlantic",2017,-19.643946255577,-0.003,-0.171,-0.173,-19.817,2017-05-06,"06/05/2017","05","2017","F18030",125,962,2015-05-06,2016-11-06,2016-07-06,2016-08-06,2014-08-06,2015-06-06,2014-05-06,2017-05-06,2015-05-06,2015-05-06,2016-11-06,2016-11-06,2016-07-06,2016-07-06,2016-08-06,2016-08-06,2014-08-06,2014-08-06,2015-06-06,2015-06-06,2014-05-06,2014-05-06,2017-05-06,2017-05-06,-0.0872222222222222,0.434,16.7952126868964,0.133333333333333,0.192555555555556,16.7491482146934
"963",963,16,12.464111632796,-19.8606448166777,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,456.5625,-662.015625,2016-09-19,2016,2017-04-13,"2017","2017/04","04","fin","Subpolar North Atlantic",2017,-19.8606448166777,-0.003,-0.171,-0.173,-20.034,2017-04-13,"13/04/2017","04","2017","F18030",102,963,2015-04-13,2016-10-13,2016-06-13,2016-07-13,2014-07-13,2015-05-13,2014-04-13,2017-04-13,2015-04-13,2015-04-13,2016-10-13,2016-10-13,2016-06-13,2016-06-13,2016-07-13,2016-07-13,2014-07-13,2014-07-13,2015-05-13,2015-05-13,2014-04-13,2014-04-13,2017-04-13,2017-04-13,-0.0594444444444445,0.41,16.5207809099815,0.158888888888889,0.183805555555556,16.6928199107143
"964",964,17,11.6289181904215,-19.7114755746177,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,479.390625,-639.1875,2016-10-12,2016,2017-03-21,"2017","2017/03","03","fin","Subpolar North Atlantic",2017,-19.7114755746177,-0.003,-0.171,-0.173,-19.885,2017-03-21,"21/03/2017","03","2017","F18030",79,964,2015-03-21,2016-09-21,2016-05-21,2016-06-21,2014-06-21,2015-04-21,2014-03-21,2017-03-21,2015-03-21,2015-03-21,2016-09-21,2016-09-21,2016-05-21,2016-05-21,2016-06-21,2016-06-21,2014-06-21,2014-06-21,2015-04-21,2015-04-21,2014-03-21,2014-03-21,2017-03-21,2017-03-21,-0.0772222222222222,0.387,16.8328024994926,0.115833333333333,0.173361111111111,16.7563815461585
"965",965,18,10.6196397625397,-19.1087512046725,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,502.21875,-616.359375,2016-11-04,2016,2017-02-26,"2017","2017/02","02","fin","Subpolar North Atlantic",2017,-19.1087512046725,-0.003,-0.171,-0.173,-19.282,2017-02-26,"26/02/2017","02","2017","F18030",56,965,2015-02-26,2016-08-26,2016-04-26,2016-05-26,2014-05-26,2015-03-26,2014-02-26,2017-02-26,2015-02-26,2015-02-26,2016-08-26,2016-08-26,2016-04-26,2016-04-26,2016-05-26,2016-05-26,2014-05-26,2014-05-26,2015-03-26,2015-03-26,2014-02-26,2014-02-26,2017-02-26,2017-02-26,-0.0561111111111111,0.322,16.9193669853912,0.117777777777778,0.166472222222222,16.6442121748991
"966",966,19,10.4155043926293,-19.0986722018306,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,525.046875,-593.53125,2016-11-27,2016,2017-02-03,"2017","2017/02","02","fin","Subpolar North Atlantic",2017,-19.0986722018306,-0.003,-0.171,-0.173,-19.272,2017-02-03,"03/02/2017","02","2017","F18030",33,966,2015-02-03,2016-08-03,2016-04-03,2016-05-03,2014-05-03,2015-03-03,2014-02-03,2017-02-03,2015-02-03,2015-02-03,2016-08-03,2016-08-03,2016-04-03,2016-04-03,2016-05-03,2016-05-03,2014-05-03,2014-05-03,2015-03-03,2015-03-03,2014-02-03,2014-02-03,2017-02-03,2017-02-03,-0.0561111111111111,0.322,16.9193669853912,0.117777777777778,0.166472222222222,16.6442121748991
"967",967,20,10.2424556272738,-18.9122106492556,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,547.875,-570.703125,2016-12-20,2016,2017-01-12,"2017","2017/01","01","fin","Subpolar North Atlantic",2017,-18.9122106492556,-0.003,-0.171,-0.173,-19.086,2017-01-12,"12/01/2017","01","2017","F18030",11,967,2015-01-12,2016-07-12,2016-03-12,2016-04-12,2014-04-12,2015-02-12,2014-01-12,2017-01-12,2015-01-12,2015-01-12,2016-07-12,2016-07-12,2016-03-12,2016-03-12,2016-04-12,2016-04-12,2014-04-12,2014-04-12,2015-02-12,2015-02-12,2014-01-12,2014-01-12,2017-01-12,2017-01-12,0.126666666666667,0.155,16.2056537147835,0.128333333333333,0.159027777777778,16.6282535741565
"968",968,21,9.94609666385061,-19.0563403898947,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,570.703125,-547.875,2017-01-12,2017,2016-12-20,"2016","2016/12","12","fin","Subpolar North Atlantic",2016,-19.0563403898947,-0.004,-0.202,-0.206,-19.262,2016-12-20,"20/12/2016","12","2016","F18030",354,968,2014-12-20,2016-06-20,2016-02-20,2016-03-20,2014-03-20,2015-01-20,2013-12-20,2016-12-20,2014-12-20,2014-12-20,2016-06-20,2016-06-20,2016-02-20,2016-02-20,2016-03-20,2016-03-20,2014-03-20,2014-03-20,2015-01-20,2015-01-20,2013-12-20,2013-12-20,2016-12-20,2016-12-20,0.309444444444444,0.166,16.1615209126808,0.122222222222222,0.151083333333333,16.6258978745065
"969",969,22,8.77620411243526,-19.3577025748673,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,593.53125,-525.046875,2017-02-03,2017,2016-11-27,"2016","2016/11","11","fin","Subpolar North Atlantic",2016,-19.3577025748673,-0.004,-0.202,-0.206,-19.563,2016-11-27,"27/11/2016","11","2016","F18030",331,969,2014-11-27,2016-05-27,2016-01-27,2016-02-27,2014-02-27,2014-12-27,2013-11-27,2016-11-27,2014-11-27,2014-11-27,2016-05-27,2016-05-27,2016-01-27,2016-01-27,2016-02-27,2016-02-27,2014-02-27,2014-02-27,2014-12-27,2014-12-27,2013-11-27,2013-11-27,2016-11-27,2016-11-27,0.407222222222222,0.133,15.9933225366815,0.134444444444444,0.142805555555556,16.6238411338612
"970",970,23,8.93370957551332,-18.8104127205525,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,616.359375,-502.21875,2017-02-26,2017,2016-11-04,"2016","2016/11","11","fin","Subpolar North Atlantic",2016,-18.8104127205525,-0.004,-0.202,-0.206,-19.016,2016-11-04,"04/11/2016","11","2016","F18030",308,970,2014-11-04,2016-05-04,2016-01-04,2016-02-04,2014-02-04,2014-12-04,2013-11-04,2016-11-04,2014-11-04,2014-11-04,2016-05-04,2016-05-04,2016-01-04,2016-01-04,2016-02-04,2016-02-04,2014-02-04,2014-02-04,2014-12-04,2014-12-04,2013-11-04,2013-11-04,2016-11-04,2016-11-04,0.407222222222222,0.133,15.9933225366815,0.134444444444444,0.142805555555556,16.6238411338612
"971",971,24,8.00007521871507,-19.1480593157559,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,639.1875,-479.390625,2017-03-21,2017,2016-10-12,"2016","2016/10","10","fin","Subpolar North Atlantic",2016,-19.1480593157559,-0.004,-0.202,-0.206,-19.354,2016-10-12,"12/10/2016","10","2016","F18030",285,971,2014-10-12,2016-04-12,2015-12-12,2016-01-12,2014-01-12,2014-11-12,2013-10-12,2016-10-12,2014-10-12,2014-10-12,2016-04-12,2016-04-12,2015-12-12,2015-12-12,2016-01-12,2016-01-12,2014-01-12,2014-01-12,2014-11-12,2014-11-12,2013-10-12,2013-10-12,2016-10-12,2016-10-12,0.476666666666667,0.209,16.0274758205798,0.165555555555556,0.135555555555556,16.675894973862
"972",972,25,7.26125025046074,-19.5018323155063,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,662.015625,-456.5625,2017-04-13,2017,2016-09-19,"2016","2016/09","09","fin","Subpolar North Atlantic",2016,-19.5018323155063,-0.004,-0.202,-0.206,-19.708,2016-09-19,"19/09/2016","09","2016","F18030",262,972,2014-09-19,2016-03-19,2015-11-19,2015-12-19,2013-12-19,2014-10-19,2013-09-19,2016-09-19,2014-09-19,2014-09-19,2016-03-19,2016-03-19,2015-11-19,2015-11-19,2015-12-19,2015-12-19,2013-12-19,2013-12-19,2014-10-19,2014-10-19,2013-09-19,2013-09-19,2016-09-19,2016-09-19,0.413888888888889,0.207,15.596120225322,0.114444444444444,0.134638888888889,16.6361457830637
"973",973,26,7.36176360518819,-19.5592826317051,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,684.84375,-433.734375,2017-05-06,2017,2016-08-28,"2016","2016/08","08","fin","Subpolar North Atlantic",2016,-19.5592826317051,-0.004,-0.202,-0.206,-19.765,2016-08-28,"28/08/2016","08","2016","F18030",240,973,2014-08-28,2016-02-28,2015-10-28,2015-11-28,2013-11-28,2014-09-28,2013-08-28,2016-08-28,2014-08-28,2014-08-28,2016-02-28,2016-02-28,2015-10-28,2015-10-28,2015-11-28,2015-11-28,2013-11-28,2013-11-28,2014-09-28,2014-09-28,2013-08-28,2013-08-28,2016-08-28,2016-08-28,0.488888888888889,0.164,15.5592728877835,0.104444444444444,0.129027777777778,16.5506176287168
"974",974,27,8.37207825322181,-19.5381167257371,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,707.671875,-410.90625,2017-05-29,2017,2016-08-05,"2016","2016/08","08","fin","Subpolar North Atlantic",2016,-19.5381167257371,-0.004,-0.202,-0.206,-19.744,2016-08-05,"05/08/2016","08","2016","F18030",217,974,2014-08-05,2016-02-05,2015-10-05,2015-11-05,2013-11-05,2014-09-05,2013-08-05,2016-08-05,2014-08-05,2014-08-05,2016-02-05,2016-02-05,2015-10-05,2015-10-05,2015-11-05,2015-11-05,2013-11-05,2013-11-05,2014-09-05,2014-09-05,2013-08-05,2013-08-05,2016-08-05,2016-08-05,0.488888888888889,0.164,15.5592728877835,0.104444444444444,0.129027777777778,16.5506176287168
"975",975,28,8.62491597026818,-19.7296177797331,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,730.5,-388.078125,2017-06-20,2017,2016-07-13,"2016","2016/07","07","fin","Subpolar North Atlantic",2016,-19.7296177797331,-0.004,-0.202,-0.206,-19.935,2016-07-13,"13/07/2016","07","2016","F18030",194,975,2014-07-13,2016-01-13,2015-09-13,2015-10-13,2013-10-13,2014-08-13,2013-07-13,2016-07-13,2014-07-13,2014-07-13,2016-01-13,2016-01-13,2015-09-13,2015-09-13,2015-10-13,2015-10-13,2013-10-13,2013-10-13,2014-08-13,2014-08-13,2013-07-13,2013-07-13,2016-07-13,2016-07-13,0.287222222222222,0.302,16.1600025129209,0.197777777777778,0.121777777777778,16.5319182597964
"976",976,29,8.93681823596881,-20.1005250843147,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,753.328125,-365.25,2017-07-13,2017,2016-06-20,"2016","2016/06","06","fin","Subpolar North Atlantic",2016,-20.1005250843147,-0.004,-0.202,-0.206,-20.306,2016-06-20,"20/06/2016","06","2016","F18030",171,976,2014-06-20,2015-12-20,2015-08-20,2015-09-20,2013-09-20,2014-07-20,2013-06-20,2016-06-20,2014-06-20,2014-06-20,2015-12-20,2015-12-20,2015-08-20,2015-08-20,2015-09-20,2015-09-20,2013-09-20,2013-09-20,2014-07-20,2014-07-20,2013-06-20,2013-06-20,2016-06-20,2016-06-20,0.319444444444444,0.278,16.3752480477835,0.265,0.115083333333333,16.4923379074679
"977",977,30,9.366849598978,-19.7417125831434,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,776.15625,-342.421875,2017-08-05,2017,2016-05-28,"2016","2016/05","05","fin","Subpolar North Atlantic",2016,-19.7417125831434,-0.004,-0.202,-0.206,-19.947,2016-05-28,"28/05/2016","05","2016","F18030",148,977,2014-05-28,2015-11-28,2015-07-28,2015-08-28,2013-08-28,2014-06-28,2013-05-28,2016-05-28,2014-05-28,2014-05-28,2015-11-28,2015-11-28,2015-07-28,2015-07-28,2015-08-28,2015-08-28,2013-08-28,2013-08-28,2014-06-28,2014-06-28,2013-05-28,2013-05-28,2016-05-28,2016-05-28,0.171666666666667,0.156,16.3430498971107,0.291666666666667,0.105027777777778,16.6466614403091
"978",978,31,9.52435506205606,-19.5955670419359,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,798.984375,-319.59375,2017-08-28,2017,2016-05-06,"2016","2016/05","05","fin","Subpolar North Atlantic",2016,-19.5955670419359,-0.004,-0.202,-0.206,-19.801,2016-05-06,"06/05/2016","05","2016","F18030",126,978,2014-05-06,2015-11-06,2015-07-06,2015-08-06,2013-08-06,2014-06-06,2013-05-06,2016-05-06,2014-05-06,2014-05-06,2015-11-06,2015-11-06,2015-07-06,2015-07-06,2015-08-06,2015-08-06,2013-08-06,2013-08-06,2014-06-06,2014-06-06,2013-05-06,2013-05-06,2016-05-06,2016-05-06,0.171666666666667,0.156,16.3430498971107,0.291666666666667,0.105027777777778,16.6466614403091
"979",979,32,9.83832976806036,-19.2085333328072,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,821.8125,-296.765625,2017-09-20,2017,2016-04-13,"2016","2016/04","04","fin","Subpolar North Atlantic",2016,-19.2085333328072,-0.004,-0.202,-0.206,-19.414,2016-04-13,"13/04/2016","04","2016","F18030",103,979,2014-04-13,2015-10-13,2015-06-13,2015-07-13,2013-07-13,2014-05-13,2013-04-13,2016-04-13,2014-04-13,2014-04-13,2015-10-13,2015-10-13,2015-06-13,2015-06-13,2015-07-13,2015-07-13,2013-07-13,2013-07-13,2014-05-13,2014-05-13,2013-04-13,2013-04-13,2016-04-13,2016-04-13,0.0327777777777778,0.11,16.5687882370508,0.326388888888889,0.0983055555555556,16.7092223276366
"980",980,33,10.3274256797238,-18.9353923557919,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,844.640625,-273.9375,2017-10-13,2017,2016-03-21,"2016","2016/03","03","fin","Subpolar North Atlantic",2016,-18.9353923557919,-0.004,-0.202,-0.206,-19.141,2016-03-21,"21/03/2016","03","2016","F18030",80,980,2014-03-21,2015-09-21,2015-05-21,2015-06-21,2013-06-21,2014-04-21,2013-03-21,2016-03-21,2014-03-21,2014-03-21,2015-09-21,2015-09-21,2015-05-21,2015-05-21,2015-06-21,2015-06-21,2013-06-21,2013-06-21,2014-04-21,2014-04-21,2013-03-21,2013-03-21,2016-03-21,2016-03-21,-0.0116666666666666,0.007,16.8286476083808,0.335833333333333,0.0971944444444444,16.7524386907524
"981",981,34,11.0828301704074,-18.685433085313,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,867.46875,-251.109375,2017-11-04,2017,2016-02-27,"2016","2016/02","02","fin","Subpolar North Atlantic",2016,-18.685433085313,-0.004,-0.202,-0.206,-18.891,2016-02-27,"27/02/2016","02","2016","F18030",57,981,2014-02-27,2015-08-27,2015-04-27,2015-05-27,2013-05-27,2014-03-27,2013-02-27,2016-02-27,2014-02-27,2014-02-27,2015-08-27,2015-08-27,2015-04-27,2015-04-27,2015-05-27,2015-05-27,2013-05-27,2013-05-27,2014-03-27,2014-03-27,2013-02-27,2013-02-27,2016-02-27,2016-02-27,0.04,0.023,17.4407404527901,0.2675,0.0963888888888889,16.5077647810298
"982",982,35,11.103554573444,-18.5916983588834,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,890.296875,-228.28125,2017-11-27,2017,2016-02-04,"2016","2016/02","02","fin","Subpolar North Atlantic",2016,-18.5916983588834,-0.004,-0.202,-0.206,-18.797,2016-02-04,"04/02/2016","02","2016","F18030",34,982,2014-02-04,2015-08-04,2015-04-04,2015-05-04,2013-05-04,2014-03-04,2013-02-04,2016-02-04,2014-02-04,2014-02-04,2015-08-04,2015-08-04,2015-04-04,2015-04-04,2015-05-04,2015-05-04,2013-05-04,2013-05-04,2014-03-04,2014-03-04,2013-02-04,2013-02-04,2016-02-04,2016-02-04,0.04,0.023,17.4407404527901,0.2675,0.0963888888888889,16.5077647810298
"983",983,36,10.8310286735129,-18.605808962862,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,913.125,-205.453125,2017-12-20,2017,2016-01-12,"2016","2016/01","01","fin","Subpolar North Atlantic",2016,-18.605808962862,-0.004,-0.202,-0.206,-18.812,2016-01-12,"12/01/2016","01","2016","F18030",11,983,2014-01-12,2015-07-12,2015-03-12,2015-04-12,2013-04-12,2014-02-12,2013-01-12,2016-01-12,2014-01-12,2014-01-12,2015-07-12,2015-07-12,2015-03-12,2015-03-12,2015-04-12,2015-04-12,2013-04-12,2013-04-12,2014-02-12,2014-02-12,2013-01-12,2013-01-12,2016-01-12,2016-01-12,0.160555555555556,-0.093,17.7618549431818,0.203333333333333,0.0953055555555556,16.4448388920297
"984",984,37,10.5543578929744,-18.6834172847446,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,935.953125,-182.625,2018-01-12,2018,2015-12-21,"2015","2015/12","12","fin","Subpolar North Atlantic",2015,-18.6834172847446,0,-0.233,-0.233,-18.916,2015-12-21,"21/12/2015","12","2015","F18030",354,984,2013-12-21,2015-06-21,2015-02-21,2015-03-21,2013-03-21,2014-01-21,2012-12-21,2015-12-21,2013-12-21,2013-12-21,2015-06-21,2015-06-21,2015-02-21,2015-02-21,2015-03-21,2015-03-21,2013-03-21,2013-03-21,2014-01-21,2014-01-21,2012-12-21,2012-12-21,2015-12-21,2015-12-21,0.325555555555556,-0.151,17.6046468706837,0.210555555555556,0.0924722222222222,16.4578391915354
"985",985,38,9.24043074045481,-18.9424476577813,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,958.78125,-159.796875,2018-02-04,2018,2015-11-28,"2015","2015/11","11","fin","Subpolar North Atlantic",2015,-18.9424476577813,0,-0.233,-0.233,-19.175,2015-11-28,"28/11/2015","11","2015","F18030",331,985,2013-11-28,2015-05-28,2015-01-28,2015-02-28,2013-02-28,2013-12-28,2012-11-28,2015-11-28,2013-11-28,2013-11-28,2015-05-28,2015-05-28,2015-01-28,2015-01-28,2015-02-28,2015-02-28,2013-02-28,2013-02-28,2013-12-28,2013-12-28,2012-11-28,2012-11-28,2015-11-28,2015-11-28,0.356111111111111,-0.026,16.6604401057846,0.157222222222222,0.0900555555555556,16.432645265278
"986",986,39,8.81454425805295,-18.8013416179948,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,981.609375,-136.96875,2018-02-27,2018,2015-11-05,"2015","2015/11","11","fin","Subpolar North Atlantic",2015,-18.8013416179948,0,-0.233,-0.233,-19.034,2015-11-05,"05/11/2015","11","2015","F18030",308,986,2013-11-05,2015-05-05,2015-01-05,2015-02-05,2013-02-05,2013-12-05,2012-11-05,2015-11-05,2013-11-05,2013-11-05,2015-05-05,2015-05-05,2015-01-05,2015-01-05,2015-02-05,2015-02-05,2013-02-05,2013-02-05,2013-12-05,2013-12-05,2012-11-05,2012-11-05,2015-11-05,2015-11-05,0.356111111111111,-0.026,16.6604401057846,0.157222222222222,0.0900555555555556,16.432645265278
"987",987,40,9.00935364659687,-18.4959478318854,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,1004.4375,-114.140625,2018-03-21,2018,2015-10-13,"2015","2015/10","10","fin","Subpolar North Atlantic",2015,-18.4959478318854,0,-0.233,-0.233,-18.729,2015-10-13,"13/10/2015","10","2015","F18030",285,987,2013-10-13,2015-04-13,2014-12-13,2015-01-13,2013-01-13,2013-11-13,2012-10-13,2015-10-13,2013-10-13,2013-10-13,2015-04-13,2015-04-13,2014-12-13,2014-12-13,2015-01-13,2015-01-13,2013-01-13,2013-01-13,2013-11-13,2013-11-13,2012-10-13,2012-10-13,2015-10-13,2015-10-13,0.390555555555556,-0.03,16.3820488794408,0.0894444444444444,0.0895,16.236391598102
"988",988,41,9.08188905722492,-18.4495844188127,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,1027.265625,-91.3125,2018-04-13,2018,2015-09-20,"2015","2015/09","09","fin","Subpolar North Atlantic",2015,-18.4495844188127,0,-0.233,-0.233,-18.682,2015-09-20,"20/09/2015","09","2015","F18030",262,988,2013-09-20,2015-03-20,2014-11-20,2014-12-20,2012-12-20,2013-10-20,2012-09-20,2015-09-20,2013-09-20,2013-09-20,2015-03-20,2015-03-20,2014-11-20,2014-11-20,2014-12-20,2014-12-20,2012-12-20,2012-12-20,2013-10-20,2013-10-20,2012-09-20,2012-09-20,2015-09-20,2015-09-20,0.306111111111111,0.037,15.4999388049066,0.0138888888888889,0.0896666666666667,16.1995467741801
"989",989,42,9.37721180049629,-18.3679444957934,"R","F18030","female","pregnant",80,"male",1920,63,2018-07-14,"64°03","27°21","NA",2018,1050.09375,-68.484375,2018-05-06,2018,2015-08-28,"2015","2015/08","08","fin","Subpolar North Atlantic",2015,-18.3679444957934,0,-0.233,-0.233,-18.601,2015-08-28,"28/08/2015","08","2015","F18030",239,989,2013-08-28,2015-02-28,2014-10-28,2014-11-28,2012-11-28,2013-09-28,2012-08-28,2015-08-28,2013-08-28,2013-08-28,2015-02-28,2015-02-28,2014-10-28,2014-10-28,2014-11-28,2014-11-28,2012-11-28,2012-11-28,2013-09-28,2013-09-28,2012-08-28,2012-08-28,2015-08-28,2015-08-28,0.265,0.043,15.5440538809453,0.0155555555555556,0.0938055555555556,16.191153443533
